seconds,utilization (KB),
0,40985612,
3,40987348,
6,40988184,
9,40989468,
12,40991600,
15,40994088,
18,40997116,
21,41000200,
24,41003504,
27,41007124,
30,41010564,
33,41013936,
36,41017260,
39,41020740,
42,41024360,
45,41027832,
48,41031560,
51,41035032,
54,41038876,
57,41042596,
60,41046316,
63,41050160,
66,41053880,
69,41057228,
72,41076528,
75,41220232,
78,41338932,
81,41453352,
84,41566160,
87,41674076,
90,41779460,
93,41875932,
96,41971404,
99,41955100,
102,41972228,
105,42039296,
108,42105720,
111,42170640,
114,42232304,
117,42230788,
120,42286944,
123,42359448,
126,42427108,
129,42488432,
132,42456400,
135,42513964,
138,42575680,
141,42638116,
144,42665396,
147,42697760,
150,42758736,
153,42822440,
156,42825068,
159,42867588,
162,42867464,
165,42867728,
168,42868484,
171,42869312,
174,42869808,
177,42870560,
180,42871160,
183,42872036,
186,42872648,
189,42873300,
192,42873868,
195,42874824,
198,42875972,
201,42876832,
204,42877824,
207,42878908,
210,42879056,
213,42878800,
216,42878684,
219,42878420,
222,42878164,
225,42877652,
228,42877296,
231,42876872,
234,42877236,
237,42877104,
240,42877228,
243,42876980,
246,42876888,
249,42876772,
252,42876772,
255,42876772,
258,42876772,
261,42876772,
264,42876772,
267,42876772,
270,42876772,
273,42876772,
276,42876772,
279,42876896,
282,42876756,
285,42876756,
288,42876756,
291,42876756,
294,42876756,
297,42876616,
300,42876616,
303,42876616,
306,42876616,
309,42876616,
312,42876616,
315,42876616,
318,42876616,
321,42876616,
324,42876740,
327,42876740,
330,42876748,
333,42876740,
336,42876740,
339,42876748,
342,42876740,
345,42876740,
348,42876748,
351,42876740,
354,42876748,
357,42876740,
360,42876740,
363,42876740,
366,42876748,
369,42895920,
372,42907896,
375,42934396,
378,42945824,
381,42961432,
384,42957336,
387,35299372,
390,14348376,
393,3204928,
396,3208380,
399,3209628,
402,3208672,
405,3210512,
408,3210592,
411,3210952,
414,3211756,
417,3208648,
420,3209852,
423,3208808,
426,3207344,
429,3207876,
432,3208072,
435,3207636,
438,3207184,
441,3206884,
444,3207136,
447,3208316,
450,3207088,
453,3208564,
456,3206604,
459,3205768,
462,3207004,
465,3207676,
468,3209584,
471,3207556,
474,3208756,
477,3637964,
480,3635312,
483,3633872,
486,3632340,
489,3631140,
492,3629812,
495,3629088,
498,3628900,
501,3628416,
504,3628028,
507,3627872,
510,3627632,
513,3627532,
516,3627268,
519,3627152,
522,3627112,
525,3626588,
528,3626160,
531,3626012,
534,3626012,
537,3626020,
540,3626052,
543,3626024,
546,3626024,
549,3625760,
552,3626272,
555,3626504,
558,3625992,
561,3625472,
564,3624976,
567,3624484,
570,3624268,
573,3624188,
576,3624152,
579,3624044,
582,3624060,
585,3624012,
588,3624012,
591,3624020,
594,3624012,
597,3623896,
600,3624012,
603,3624028,
606,3624012,
609,3624060,
612,3623920,
615,3623928,
618,3623928,
621,3623968,
624,3623860,
627,3623776,
630,3623648,
633,3623608,
636,3623740,
639,3623740,
642,3623608,
645,3624484,
648,3624316,
651,3624184,
654,3624160,
657,3624216,
660,3624068,
663,3624100,
666,3624060,
669,3624100,
672,3623836,
675,3623844,
678,3623796,
681,3623984,
684,3623804,
687,3623812,
690,3623764,
693,3623936,
696,3623848,
699,3623848,
702,3623716,
705,3623748,
708,3623708,
711,3623888,
714,3623832,
717,3623816,
720,3623668,
723,3623668,
726,3623612,
729,3623528,
732,3623504,
735,3623508,
738,3623468,
741,3623524,
744,3623476,
747,3623500,
750,3623476,
753,3623436,
756,3623492,
759,3623272,
762,3623468,
765,3623404,
768,3623304,
771,3623228,
774,3623336,
777,3623388,
780,3623404,
783,3623356,
786,3623256,
789,3623092,
792,3623164,
795,3623020,
798,3623092,
801,3622920,
804,3622936,
807,3622976,
810,3622920,
813,3622952,
816,3622920,
819,3622928,
822,3622912,
825,3622540,
828,3622376,
831,3622400,
834,3622336,
837,3622336,
840,3622312,
843,3622280,
846,3622344,
849,3622296,
852,3622328,
855,3622420,
858,3622468,
861,3622600,
864,3622600,
867,3622584,
870,3622640,
873,3622624,
876,3622740,
879,3622740,
882,3622748,
885,3622748,
888,3622748,
891,3622756,
894,3622708,
897,3622732,
900,3622708,
903,3622708,
906,3622684,
909,3622692,
912,3622700,
915,3622644,
918,3622684,
921,3622636,
924,3622692,
927,3622668,
930,3622732,
933,3622800,
936,3622856,
939,3622652,
942,3622668,
945,3622668,
948,3622536,
951,3622500,
954,3622460,
957,3622592,
960,3622544,
963,3622544,
966,3622524,
969,3622556,
972,3622540,
975,3622516,
978,3622548,
981,3622516,
984,3622548,
987,3622524,
990,3622476,
993,3622468,
996,3622476,
999,3622476,
1002,3622476,
1005,3622460,
1008,3622484,
1011,3622452,
1014,3622484,
1017,3622456,
1020,3622472,
1023,3622464,
1026,3622596,
1029,3622588,
1032,3622604,
1035,3622580,
1038,3622604,
1041,3622664,
1044,3622728,
1047,3622704,
1050,3622720,
1053,3622712,
1056,3622720,
1059,3622720,
1062,3622712,
1065,3622712,
1068,3622688,
1071,3622672,
1074,3622688,
1077,3622836,
1080,3622836,
1083,3622852,
1086,3622812,
1089,3622860,
1092,3622664,
1095,3622720,
1098,3622672,
1101,3622696,
1104,3622696,
1107,3622664,
1110,3622596,
1113,3622540,
1116,3622588,
1119,3622540,
1122,3622604,
1125,3623036,
1128,3623092,
1131,3623028,
1134,3623100,
1137,3623160,
1140,3623192,
1143,3623144,
1146,3623224,
1149,3623072,
1152,3623064,
1155,3623072,
1158,3623092,
1161,3623100,
1164,3623084,
1167,3623088,
1170,3623048,
1173,3623064,
1176,3623848,
1179,3623872,
1182,3623840,
1185,3623880,
1188,3623840,
1191,3623920,
1194,3623888,
1197,3623744,
1200,3623736,
1203,3623712,
1206,3623736,
1209,3623712,
1212,3623736,
1215,3623508,
1218,3623648,
1221,3623640,
1224,3623680,
1227,3623796,
1230,3623812,
1233,3623788,
1236,3623812,
1239,3623788,
1242,3623804,
1245,3623888,
1248,3623936,
1251,3623848,
1254,3623860,
1257,3623820,
1260,3623920,
1263,3623880,
1266,3623920,
1269,3623792,
1272,3623732,
1275,3623660,
1278,3623732,
1281,3623544,
1284,3623608,
1287,3623572,
1290,3623636,
1293,3623540,
1296,3623604,
1299,3623580,
1302,3623604,
1305,3623448,
1308,3623456,
1311,3623508,
1314,3623544,
1317,3623388,
1320,3623300,
1323,3623228,
1326,3623300,
1329,3623228,
1332,3623292,
1335,3623196,
1338,3623212,
1341,3623252,
1344,3623300,
1347,3623284,
1350,3623332,
1353,3623256,
1356,3623256,
1359,3623240,
1362,3623248,
1365,3623264,
1368,3623280,
1371,3623204,
1374,3623252,
1377,3623212,
1380,3623260,
1383,3623080,
1386,3623120,
1389,3623096,
1392,3623168,
1395,3623168,
1398,3623136,
1401,3623152,
1404,3623276,
1407,3623236,
1410,3623180,
1413,3623112,
1416,3623152,
1419,3623080,
1422,3623208,
1425,3623100,
1428,3624892,
1431,3625268,
1434,3624924,
1437,3624856,
1440,3624716,
1443,3624664,
1446,3624540,
1449,3624632,
1452,3624696,
1455,3624488,
1458,3624148,
1461,3624388,
1464,3624164,
1467,3624008,
1470,3623924,
1473,3623764,
1476,3623820,
1479,3623764,
1482,3623756,
1485,3623788,
1488,3623820,
1491,3623912,
1494,3623788,
1497,3623848,
1500,3623848,
1503,3623816,
1506,3623816,
1509,3623808,
1512,3623940,
1515,3623908,
1518,3623940,
1521,3623932,
1524,3623916,
1527,3623900,
1530,3624032,
1533,3624032,
1536,3624064,
1539,3624064,
1542,3624048,
1545,3623916,
1548,3624056,
1551,3624164,
1554,3624180,
1557,3624008,
1560,3624148,
1563,3624132,
1566,3624148,
1569,3624132,
1572,3624148,
1575,3624040,
1578,3624180,
1581,3624196,
1584,3624180,
1587,3624164,
1590,3624180,
1593,3624008,
1596,3624212,
1599,3624312,
1602,3624344,
1605,3624272,
1608,3624320,
1611,3624272,
1614,3624320,
1617,3624272,
1620,3624180,
1623,3624008,
1626,3624180,
1629,3624132,
1632,3624180,
1635,3624132,
1638,3624172,
1641,3624288,
1644,3624336,
1647,3624288,
1650,3624336,
1653,3624224,
1656,3624304,
1659,3624256,
1662,3624304,
1665,3624380,
1668,3624460,
1671,3624380,
1674,3624428,
1677,3624380,
1680,3624396,
1683,3624380,
1686,3624428,
1689,3624380,
1692,3624428,
1695,3624336,
1698,3624292,
1701,3624392,
1704,3624424,
1707,3624392,
1710,3624440,
1713,3624408,
1716,3624316,
1719,3624344,
1722,3624376,
1725,3624368,
1728,3624304,
1731,3623744,
1734,3623748,
1737,3623724,
1740,3623860,
1743,3623796,
1746,3623852,
1749,3623640,
1752,3623828,
1755,3623724,
1758,3623804,
1761,3623748,
1764,3623656,
1767,3623648,
1770,3623596,
1773,3623244,
1776,3623200,
1779,3623104,
1782,3622960,
1785,3623012,
1788,3623084,
1791,3623020,
1794,3623052,
1797,3622832,
1800,3622988,
1803,3622996,
1806,3623076,
1809,3622996,
1812,3623044,
1815,3622692,
1818,3622848,
1821,3622808,
1824,3622816,
1827,3622956,
1830,3622972,
1833,3622924,
1836,3622848,
1839,3622924,
1842,3622956,
1845,3622808,
1848,3622840,
1851,3621880,
1854,3220844,
1857,590456,
1860,1007908,
1863,1049276,
1866,1231904,
1869,1512644,
1872,1631624,
1875,1699328,
1878,1315276,
1881,1511312,
1884,1623276,
1887,1745772,
1890,1830332,
1893,1913832,
1896,2176652,
1899,1839848,
1902,1923080,
1905,2008076,
1908,2096212,
1911,2181268,
1914,2533324,
1917,2229340,
1920,2300988,
1923,2387972,
1926,2472324,
1929,2548208,
1932,2892252,
1935,2624056,
1938,2710028,
1941,2794280,
1944,2859372,
1947,2935020,
1950,3169124,
1953,3239036,
1956,3067836,
1959,3127876,
1962,3199024,
1965,3265272,
1968,3335296,
1971,3389396,
1974,3440352,
1977,3494360,
1980,3560116,
1983,3614012,
1986,3939360,
1989,3569816,
1992,3650012,
1995,3724368,
1998,3796796,
2001,3861392,
2004,3893776,
2007,3872820,
2010,3941468,
2013,4006948,
2016,4066136,
2019,4132256,
2022,4429200,
2025,4082312,
2028,4132912,
2031,4188164,
2034,4254112,
2037,4338216,
2040,4673728,
2043,4481948,
2046,4527012,
2049,4597840,
2052,4656512,
2055,4719556,
2058,4795320,
2061,4791276,
2064,4850632,
2067,4913304,
2070,4966700,
2073,5031820,
2076,5273252,
2079,5081460,
2082,5148456,
2085,5201180,
2088,5260372,
2091,5453748,
2094,5517068,
2097,5308136,
2100,5365864,
2103,5439628,
2106,5506252,
2109,5823380,
2112,5525372,
2115,5569096,
2118,5616968,
2121,5678568,
2124,5737164,
2127,6057928,
2130,5830556,
2133,5885716,
2136,5951260,
2139,6005972,
2142,6065768,
2145,6234364,
2148,6091600,
2151,6133000,
2154,6190476,
2157,6247304,
2160,6310132,
2163,6590260,
2166,6411572,
2169,6454860,
2172,6514380,
2175,6570284,
2178,6541692,
2181,6540136,
2184,6601680,
2187,6629960,
2190,6692368,
2193,6747720,
2196,7032748,
2199,6878968,
2202,6925076,
2205,6968860,
2208,7026656,
2211,7089140,
2214,7164644,
2217,7108164,
2220,7163996,
2223,7229696,
2226,7291440,
2229,7466076,
2232,7344500,
2235,7388904,
2238,7471304,
2241,7551108,
2244,7583400,
2247,7691676,
2250,7611864,
2253,7673244,
2256,7728088,
2259,7798428,
2262,7874428,
2265,8020112,
2268,7865376,
2271,7924164,
2274,7980176,
2277,8026120,
2280,8083904,
2283,8257016,
2286,8178708,
2289,8228024,
2292,8270536,
2295,8314260,
2298,8695052,
2301,8436856,
2304,8477684,
2307,8533512,
2310,8604916,
2313,8677420,
2316,9005876,
2319,8738792,
2322,8780864,
2325,8838096,
2328,8921272,
2331,9007352,
2334,9334164,
2337,8973080,
2340,9042528,
2343,9112232,
2346,9169592,
2349,9225260,
2352,9291780,
2355,9338716,
2358,9409444,
2361,9468356,
2364,9532084,
2367,9607984,
2370,9934056,
2373,9579040,
2376,9636236,
2379,9691664,
2382,9747312,
2385,9824532,
2388,9914756,
2391,9764392,
2394,9807360,
2397,9870812,
2400,9939912,
2403,10010368,
2406,10242864,
2409,10059680,
2412,10114292,
2415,10159660,
2418,10213296,
2421,10291788,
2424,10562524,
2427,10265200,
2430,10329444,
2433,10383796,
2436,10430964,
2439,10491672,
2442,10558100,
2445,10478520,
2448,10544728,
2451,10607580,
2454,10671788,
2457,10886940,
2460,10929844,
2463,10753816,
2466,10823792,
2469,10889664,
2472,10951136,
2475,11212080,
2478,10974956,
2481,11032140,
2484,11086096,
2487,11147616,
2490,11205564,
2493,11404488,
2496,11120096,
2499,11165488,
2502,11235772,
2505,11294560,
2508,11356000,
2511,11580016,
2514,11432692,
2517,11517476,
2520,11566648,
2523,11618596,
2526,11679648,
2529,11885584,
2532,11926156,
2535,11730692,
2538,11807304,
2541,11894444,
2544,11973392,
2547,12071456,
2550,11911756,
2553,11973540,
2556,12032316,
2559,12101348,
2562,12369988,
2565,12181592,
2568,12239468,
2571,12315292,
2574,12377208,
2577,12450224,
2580,12594452,
2583,12727540,
2586,12581880,
2589,12644064,
2592,12702352,
2595,12788744,
2598,13125728,
2601,12732136,
2604,12791604,
2607,12867888,
2610,12953316,
2613,12993624,
2616,13309444,
2619,13117324,
2622,13171220,
2625,13229656,
2628,13294984,
2631,13354968,
2634,13687048,
2637,13357224,
2640,13435272,
2643,13486168,
2646,13556832,
2649,13755224,
2652,13651652,
2655,13511572,
2658,13592868,
2661,13662288,
2664,13745692,
2667,13969624,
2670,14052544,
2673,13850676,
2676,13910224,
2679,13967240,
2682,14040708,
2685,14292724,
2688,14041084,
2691,14089480,
2694,14132424,
2697,14189960,
2700,14249368,
2703,14450920,
2706,14646276,
2709,14444916,
2712,14488132,
2715,14539568,
2718,14615092,
2721,14849104,
2724,14677912,
2727,14730172,
2730,14777604,
2733,14831168,
2736,14881520,
2739,14928084,
2742,14957796,
2745,15017204,
2748,15075860,
2751,15131548,
2754,15182212,
2757,15500764,
2760,15146264,
2763,15204564,
2766,15267740,
2769,15351552,
2772,15431472,
2775,15637296,
2778,15431096,
2781,15488652,
2784,15556808,
2787,15623520,
2790,15698852,
2793,15816776,
2796,15736328,
2799,15807840,
2802,15863300,
2805,15941792,
2808,16031788,
2811,16011860,
2814,15928512,
2817,15979716,
2820,16057008,
2823,16133168,
2826,16295964,
2829,16387992,
2832,16262200,
2835,16316148,
2838,16359308,
2841,16403412,
2844,16453148,
2847,16590420,
2850,16479504,
2853,16545416,
2856,16602648,
2859,16650912,
2862,16714752,
2865,16900308,
2868,16760648,
2871,16842836,
2874,16914232,
2877,16996216,
2880,17193064,
2883,16909456,
2886,16952564,
2889,16998568,
2892,17055068,
2895,17135680,
2898,17251028,
2901,17224292,
2904,17278356,
2907,17355944,
2910,17435852,
2913,17511544,
2916,17661792,
2919,17529016,
2922,17579364,
2925,17669876,
2928,17743480,
2931,17819812,
2934,17976120,
2937,17772668,
2940,17831884,
2943,17894728,
2946,17972208,
2949,18049800,
2952,18121788,
2955,17977004,
2958,18034512,
2961,18106932,
2964,18191096,
2967,18275808,
2970,18293876,
2973,18232324,
2976,18303060,
2979,18346072,
2982,18403552,
2985,18479596,
2988,18460140,
2991,18444572,
2994,18503540,
2997,18571044,
3000,18632292,
3003,18890180,
3006,18606860,
3009,18691920,
3012,18775600,
3015,18847228,
3018,18926404,
3021,19250992,
3024,18896024,
3027,18959092,
3030,19015472,
3033,19082052,
3036,19140188,
3039,19169192,
3042,19230812,
3045,19302700,
3048,19376556,
3051,19449500,
3054,19528744,
3057,19667732,
3060,19479604,
3063,19538172,
3066,19611656,
3069,19694804,
3072,19766172,
3075,19896540,
3078,19750056,
3081,19816112,
3084,19883220,
3087,19955576,
3090,20024452,
3093,20083224,
3096,20015380,
3099,20096092,
3102,20163096,
3105,20234276,
3108,20301252,
3111,20405340,
3114,20272220,
3117,20358160,
3120,20424812,
3123,20483304,
3126,20533020,
3129,20520532,
3132,20567108,
3135,20634108,
3138,20687636,
3141,20751148,
3144,20887260,
3147,20812796,
3150,20856544,
3153,20897720,
3156,20942608,
3159,21020984,
3162,21207560,
3165,20962696,
3168,21027052,
3171,21087188,
3174,21129844,
3177,21179768,
3180,21239572,
3183,21510808,
3186,21381640,
3189,21431300,
3192,21475028,
3195,21542852,
3198,21748680,
3201,21733780,
3204,21595756,
3207,21657220,
3210,21702304,
3213,21767672,
3216,22011304,
3219,21799912,
3222,21863424,
3225,21921196,
3228,21987280,
3231,22047168,
3234,22298068,
3237,21992760,
3240,22048916,
3243,22114900,
3246,22202088,
3249,22287664,
3252,22573904,
3255,22317872,
3258,22377004,
3261,22443780,
3264,22529036,
3267,22589496,
3270,22648320,
